Jawaban,Produk,Fitur,Bahan
"[3, 4, 4, 1, 4, 4, 3, 2, 1, 4, 4, 4, 2, 4]","Booster, Serum","Balancing, Hydrating","Panthenol, Allantoin, Salicylic Acid, Glycerin"
"[2, 3, 3, 4, 2, 4, 4, 4, 4, 4, 1, 2, 1, 1]","Serum, Booster","Custom Care, Acne Prevention","Panthenol, Cica, Allantoin, Ceramide"
"[4, 4, 3, 4, 3, 2, 2, 4, 2, 2, 1, 3, 2, 2]","Sunscreen, Serum","Balancing, Protective","Niacinamide, Panthenol, Salicylic Acid, Glycol"
"[2, 4, 3, 3, 1, 1, 3, 1, 3, 3, 1, 4, 3, 1]","Sunscreen, Serum","Pore Care, Calming","Allantoin, Cica, Niacinamide, Salicylic Acid"
"[1, 4, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 1]","Sunscreen, Cleanser","Hydrating, Acne Free","Salicylic Acid, Niacinamide, Panthenol, Glycerin"
"[1, 3, 3, 2, 4, 3, 4, 4, 1, 3, 3, 3, 4, 1]","Moisturizer, Sunscreen","Hydrating, Balanced","Ceramide, Glycerin, Allantoin, Niacinamide"
"[4, 2, 2, 3, 2, 3, 4, 1, 2, 4, 1, 1, 1, 4]","Serum, Calming Mask","Balancing, Acne Free","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[3, 3, 3, 3, 1, 4, 1, 3, 4, 2, 2, 3, 2, 3]","Sunscreen, Essence","Balanced, Balancing","Allantoin, Niacinamide, Water, Cica"
"[1, 4, 3, 4, 1, 3, 2, 3, 1, 3, 4, 4, 4, 2]","Sunscreen, Moisturizer","Hydrating, Balancing","Ceramide, Allantoin, Glycerin, Niacinamide"
"[3, 4, 2, 2, 1, 2, 4, 1, 3, 4, 4, 1, 3, 1]","Cleanser, Calming Mask","Acne Free, Oil Control","Niacinamide, Allantoin, Salicylic Acid, Cica"
"[3, 2, 1, 4, 4, 3, 1, 2, 3, 2, 1, 4, 3, 2]","Sunscreen, Serum","Protective, Balanced Hydration","Panthenol, Allantoin, Salicylic Acid, Ceramide"
"[1, 1, 3, 4, 3, 2, 3, 1, 2, 4, 1, 3, 3, 1]","Sunscreen, Serum","Hydrating, Oil Control","Niacinamide, Ceramide, Cica, Glycerin"
"[1, 1, 2, 2, 4, 2, 3, 1, 1, 4, 4, 4, 1, 1]","Moisturizer, Booster","Hydrating, Oil Control","Ceramide, Niacinamide, Glycerin, Allantoin"
"[2, 1, 3, 3, 4, 1, 3, 1, 4, 4, 4, 1, 2, 3]","Sunscreen, Booster","Balancing, Pore Care","Niacinamide, Allantoin, Water, Panthenol"
"[3, 2, 3, 3, 2, 2, 3, 2, 4, 2, 1, 4, 2, 4]","Serum, Sunscreen","Balancing, Soothing","Panthenol, Allantoin, Water, Cica"
"[4, 4, 1, 1, 3, 3, 1, 3, 4, 3, 1, 2, 4, 3]","Sunscreen, Serum","Protective, Minimal Care","Panthenol, Niacinamide, Allantoin, Salicylic Acid"
"[4, 3, 1, 4, 2, 4, 2, 2, 1, 4, 3, 3, 2, 2]","Serum, Sunscreen","Balancing, Balanced","Panthenol, Allantoin, Salicylic Acid, Ceramide"
"[1, 2, 4, 2, 3, 3, 1, 2, 1, 1, 1, 2, 3, 4]","Moisturizer, Sunscreen","Hydrating, Protective","Panthenol, Glycerin, Ceramide, Salicylic Acid"
"[3, 4, 1, 3, 3, 4, 4, 3, 4, 4, 3, 1, 4, 4]","Sunscreen, Booster","Acne Free, Balancing","Niacinamide, Allantoin, Water, Salicylic Acid"
"[3, 3, 1, 3, 2, 3, 1, 3, 1, 3, 1, 2, 1, 1]","Moisturizer, Sunscreen","Balanced, Hydrating","Allantoin, Panthenol, Ceramide, Glycerin"
"[4, 4, 1, 4, 3, 4, 2, 1, 1, 4, 1, 3, 2, 4]","Serum, Sunscreen","Balancing, Acne Free","Panthenol, Niacinamide, Salicylic Acid, Glycol"
"[2, 2, 1, 2, 4, 3, 4, 3, 4, 4, 2, 4, 2, 3]","Sunscreen, Booster","Protective, Pore Care","Salicylic Acid, Niacinamide, Panthenol, Allantoin"
"[2, 3, 1, 2, 3, 1, 2, 1, 3, 4, 4, 3, 3, 2]","Sunscreen, Cleanser","Balanced, Acne Free","Niacinamide, Salicylic Acid, Allantoin, Water"
"[3, 2, 1, 4, 4, 1, 4, 1, 4, 3, 2, 3, 4, 2]","Sunscreen, Essence","Balanced Hydration, Custom Care","Allantoin, Water, Panthenol, Salicylic Acid"
"[1, 2, 3, 3, 2, 2, 1, 2, 3, 4, 2, 2, 3, 1]","Serum, Moisturizer","Soothing, Hydrating","Glycerin, Panthenol, Ceramide, Cica"
"[2, 3, 3, 3, 3, 4, 3, 1, 4, 1, 4, 4, 4, 3]","Sunscreen, Serum","Protective, Balancing","Allantoin, Niacinamide, Cica, Water"
"[2, 2, 1, 3, 2, 3, 3, 1, 3, 1, 4, 4, 1, 1]","Sunscreen, Serum","Pore Care, Balancing","Allantoin, Salicylic Acid, Ceramide, Panthenol"
"[1, 4, 3, 3, 4, 4, 1, 2, 3, 1, 2, 1, 3, 4]","Serum, Sunscreen","Custom Care, Balancing","Panthenol, Niacinamide, Allantoin, Glycerin"
"[2, 4, 2, 3, 1, 4, 4, 4, 3, 1, 3, 4, 2, 2]","Sunscreen, Booster","Custom Care, Pore Care","Allantoin, Niacinamide, Panthenol, Salicylic Acid"
"[3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 4, 2, 4, 3]","Sunscreen, Serum","Acne Prevention, Balancing","Allantoin, Panthenol, Niacinamide, Water"
"[2, 3, 3, 2, 1, 4, 4, 3, 4, 1, 1, 4, 4, 4]","Sunscreen, Cleanser","Balanced, Custom Care","Allantoin, Panthenol, Niacinamide, Cica"
"[2, 4, 3, 4, 4, 2, 2, 2, 2, 4, 2, 2, 1, 1]","Cleanser, Serum","Pore Care, Acne Prevention","Salicylic Acid, Niacinamide, Panthenol, Cica"
"[3, 2, 3, 4, 2, 4, 1, 1, 1, 4, 2, 2, 1, 2]","Serum, Essence","Balanced Hydration, Acne Prevention","Allantoin, Cica, Panthenol, Ceramide"
"[2, 3, 3, 1, 4, 1, 2, 4, 3, 4, 3, 3, 2, 3]","Sunscreen, Booster","Balanced, Custom Care","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[3, 1, 4, 2, 1, 4, 2, 4, 2, 3, 4, 2, 3, 1]","Cleanser, Booster","Oil Control, Custom Care","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[1, 3, 4, 3, 4, 1, 4, 3, 2, 2, 3, 2, 4, 2]","Sunscreen, Moisturizer","Balanced, Custom Care","Allantoin, Niacinamide, Panthenol, Salicylic Acid"
"[3, 3, 2, 2, 3, 3, 1, 2, 1, 2, 4, 3, 2, 2]","Sunscreen, Moisturizer","Protective, Balanced Hydration","Niacinamide, Allantoin, Ceramide, Panthenol"
"[2, 3, 2, 1, 3, 4, 3, 3, 2, 1, 1, 2, 3, 4]","Sunscreen, Cleanser","Balanced, Pore Care","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[3, 2, 4, 1, 2, 1, 1, 2, 3, 1, 3, 1, 3, 2]","Sunscreen, Serum","Balanced Hydration, Soothing","Allantoin, Salicylic Acid, Panthenol, Niacinamide"
"[4, 3, 3, 4, 1, 2, 3, 3, 2, 3, 1, 4, 4, 4]","Serum, Sunscreen","Balancing, Balanced","Allantoin, Panthenol, Cica, Niacinamide"
"[2, 4, 1, 4, 3, 2, 2, 2, 4, 2, 2, 1, 3, 2]","Sunscreen, Cleanser","Acne Free, Pore Care","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[4, 4, 2, 1, 2, 3, 2, 4, 3, 3, 4, 2, 2, 1]","Serum, Booster","Balancing, Acne Free","Panthenol, Ceramide, Glycol, Niacinamide"
"[2, 4, 1, 2, 3, 4, 1, 1, 1, 4, 4, 2, 4, 3]","Sunscreen, Cleanser","Pore Care, Protective","Niacinamide, Salicylic Acid, Panthenol, Glycerin"
"[1, 3, 2, 1, 1, 3, 2, 1, 3, 3, 2, 4, 3, 1]","Moisturizer, Sunscreen","Hydrating, Balanced","Allantoin, Glycerin, Ceramide, Niacinamide"
"[1, 2, 2, 3, 2, 4, 1, 4, 1, 1, 4, 4, 4, 3]","Sunscreen, Moisturizer","Hydrating, Balancing","Allantoin, Panthenol, Glycerin, Ceramide"
"[4, 1, 1, 2, 4, 3, 2, 2, 3, 1, 1, 1, 4, 1]","Serum, Sunscreen","Acne Free, Custom Care","Panthenol, Salicylic Acid, Niacinamide, Ceramide"
"[3, 1, 3, 3, 3, 2, 1, 2, 2, 4, 4, 3, 1, 1]","Sunscreen, Serum","Balancing, Oil Control","Niacinamide, Allantoin, Water, Cica"
"[3, 2, 4, 4, 3, 1, 3, 2, 4, 1, 1, 2, 1, 4]","Serum, Sunscreen","UV Protection, Balancing","Allantoin, Panthenol, Water, Cica"
"[4, 4, 4, 4, 1, 4, 4, 4, 3, 1, 2, 4, 2, 2]","Booster, Serum","Custom Care, Balancing","Panthenol, Allantoin, Glycol, Salicylic Acid"
"[1, 4, 2, 4, 4, 2, 4, 1, 2, 1, 3, 1, 4, 3]","Sunscreen, Booster","Acne Free, Custom Care","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[1, 4, 3, 2, 3, 1, 1, 1, 2, 2, 3, 2, 2, 3]","Sunscreen, Moisturizer","Protective, Acne Prevention","Niacinamide, Salicylic Acid, Cica, Glycerin"
"[2, 3, 3, 3, 1, 2, 3, 3, 4, 3, 2, 1, 3, 2]","Sunscreen, Cleanser","Balanced, Pore Care","Allantoin, Niacinamide, Salicylic Acid, Cica"
"[3, 2, 1, 4, 4, 2, 3, 2, 3, 2, 1, 2, 2, 3]","Sunscreen, Serum","Balancing, Custom Care","Panthenol, Niacinamide, Salicylic Acid, Retinol"
"[2, 3, 3, 3, 4, 3, 2, 4, 2, 3, 2, 2, 2, 3]","Cleanser, Sunscreen","Acne Prevention, Balancing","Allantoin, Panthenol, Salicylic Acid, Niacinamide"
"[2, 1, 4, 2, 1, 1, 1, 3, 4, 3, 2, 2, 3, 1]","Sunscreen, Cleanser","Pore Care, UV Protection","Niacinamide, Allantoin, Salicylic Acid, Cica"
"[4, 4, 1, 3, 2, 3, 4, 3, 1, 3, 3, 3, 4, 1]","Sunscreen, Serum","Balanced, Balancing","Niacinamide, Panthenol, Allantoin, Ceramide"
"[1, 1, 2, 2, 4, 3, 3, 2, 2, 2, 3, 2, 1, 2]","Sunscreen, Toner","Oil Control, Protective","Niacinamide, Panthenol, Ceramide, Salicylic Acid"
"[4, 2, 3, 4, 2, 4, 1, 1, 1, 4, 3, 4, 4, 3]","Serum, Sunscreen","Balancing, Protective","Panthenol, Allantoin, Cica, Ceramide"
"[2, 2, 3, 3, 4, 2, 4, 2, 3, 4, 1, 2, 4, 1]","Serum, Sunscreen","Custom Care, Pore Care","Panthenol, Cica, Salicylic Acid, Niacinamide"
"[2, 3, 3, 3, 4, 4, 2, 1, 3, 4, 1, 1, 3, 4]","Cleanser, Serum","Custom Care, Balanced","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[2, 4, 2, 2, 2, 2, 3, 1, 1, 2, 2, 4, 4, 4]","Sunscreen, Serum","Pore Care, Oil Control","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[3, 4, 2, 4, 1, 4, 1, 4, 3, 4, 3, 2, 2, 3]","Booster, Serum","Custom Care, Balancing","Panthenol, Niacinamide, Allantoin, Cica"
"[1, 1, 3, 2, 4, 2, 4, 1, 3, 2, 1, 1, 4, 2]","Sunscreen, Serum","Custom Care, Oil Control","Niacinamide, Cica, Panthenol, Allantoin"
"[3, 2, 2, 4, 4, 1, 4, 1, 1, 4, 3, 2, 1, 2]","Sunscreen, Spot Treatment","Balanced Hydration, Custom Care","Allantoin, Panthenol, Cica, Water"
"[1, 1, 4, 2, 3, 1, 4, 4, 3, 2, 3, 4, 3, 2]","Sunscreen, Booster","Protective, Custom Care","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[3, 2, 2, 4, 4, 3, 1, 2, 4, 3, 2, 4, 4, 3]","Sunscreen, Essence","Protective, Soothing","Allantoin, Panthenol, Water, Niacinamide"
"[2, 2, 2, 1, 3, 3, 1, 2, 3, 1, 1, 3, 1, 3]","Sunscreen, Spot Treatment","Protective, Pore Care","Niacinamide, Panthenol, Salicylic Acid, Glycerin"
"[1, 1, 1, 1, 4, 4, 3, 3, 3, 4, 3, 1, 3, 4]","Sunscreen, Serum","Custom Care, Balanced","Niacinamide, Panthenol, Glycerin, Salicylic Acid"
"[4, 2, 2, 1, 4, 3, 1, 1, 2, 3, 3, 1, 1, 4]","Serum, Spot Treatment","Balancing, Acne Free","Panthenol, Niacinamide, Salicylic Acid, Allantoin"
"[4, 4, 2, 3, 2, 1, 4, 3, 2, 2, 2, 3, 2, 2]","Sunscreen, Serum","Balancing, Soothing","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[2, 1, 1, 4, 3, 1, 3, 4, 4, 1, 1, 4, 4, 4]","Sunscreen, Serum","UV Protection, Pore Care","Allantoin, Panthenol, Niacinamide, Salicylic Acid"
"[2, 1, 2, 4, 2, 1, 3, 3, 1, 1, 3, 4, 2, 2]","Sunscreen, Serum","Pore Care, Balancing","Niacinamide, Allantoin, Panthenol, Ceramide"
"[1, 4, 2, 4, 4, 1, 4, 4, 1, 4, 4, 4, 4, 1]","Booster, Moisturizer","Hydrating, Custom Care","Ceramide, Panthenol, Glycerin, Allantoin"
"[1, 2, 2, 2, 1, 4, 4, 2, 3, 2, 1, 3, 1, 1]","Calming Mask, Moisturizer","Custom Care, Hydrating","Niacinamide, Panthenol, Cica, Glycerin"
"[2, 4, 4, 1, 2, 3, 3, 4, 1, 1, 3, 4, 2, 4]","Serum, Sunscreen","Pore Care, Hydrating","Panthenol, Salicylic Acid, Niacinamide, Glycerin"
"[4, 2, 4, 1, 2, 3, 4, 4, 3, 3, 4, 4, 2, 4]","Serum, Booster","Balancing, Custom Care","Panthenol, Glycol, Salicylic Acid, Ceramide"
"[3, 4, 3, 4, 4, 4, 2, 1, 4, 1, 1, 3, 3, 1]","Sunscreen, Serum","Custom Care, UV Protection","Allantoin, Panthenol, Niacinamide, Cica"
"[1, 1, 2, 3, 2, 2, 4, 1, 2, 4, 3, 1, 2, 4]","Sunscreen, Serum","Balancing, Acne Free","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[3, 1, 1, 4, 3, 3, 3, 1, 1, 2, 1, 3, 4, 1]","Sunscreen, Essence","Protective, Hydrating","Niacinamide, Ceramide, Allantoin, Panthenol"
"[3, 1, 4, 2, 1, 4, 2, 1, 2, 2, 3, 1, 4, 3]","Cleanser, Sunscreen","Oil Control, Calming","Niacinamide, Salicylic Acid, Allantoin, Cica"
"[3, 1, 2, 3, 2, 1, 4, 2, 3, 3, 4, 4, 3, 1]","Sunscreen, Serum","Balancing, Soothing","Allantoin, Panthenol, Water, Niacinamide"
"[3, 1, 2, 3, 1, 1, 3, 3, 2, 1, 3, 3, 2, 3]","Sunscreen, Essence","Balanced, Balancing","Niacinamide, Allantoin, Water, Cica"
"[1, 2, 3, 2, 1, 3, 1, 2, 3, 1, 4, 4, 3, 3]","Sunscreen, Serum","Protective, Hydrating","Ceramide, Niacinamide, Allantoin, Glycerin"
"[4, 2, 2, 4, 2, 2, 3, 1, 3, 2, 1, 4, 3, 1]","Serum, Sunscreen","Balancing, Protective","Panthenol, Niacinamide, Ceramide, Retinol"
"[1, 2, 1, 4, 1, 1, 1, 1, 4, 2, 2, 4, 2, 1]","Sunscreen, Moisturizer","Hydrating, Balancing","Allantoin, Glycerin, Ceramide, Salicylic Acid"
"[3, 3, 3, 2, 4, 3, 2, 3, 4, 2, 1, 3, 2, 1]","Sunscreen, Essence","Balanced, Protective","Niacinamide, Allantoin, Panthenol, Water"
"[3, 1, 4, 3, 2, 4, 2, 4, 4, 1, 2, 4, 3, 2]","Sunscreen, Essence","Balanced Hydration, Soothing","Allantoin, Water, Panthenol, Niacinamide"
"[3, 4, 1, 4, 4, 4, 4, 1, 1, 4, 1, 1, 4, 1]","Booster, Sunscreen","Custom Care, Acne Free","Panthenol, Allantoin, Salicylic Acid, Ceramide"
"[1, 3, 3, 2, 4, 1, 1, 4, 3, 2, 1, 4, 2, 1]","Moisturizer, Booster","Custom Care, Hydrating","Panthenol, Glycerin, Allantoin, Ceramide"
"[1, 4, 1, 4, 1, 3, 1, 4, 2, 2, 2, 1, 4, 4]","Sunscreen, Moisturizer","Acne Free, Balancing","Niacinamide, Salicylic Acid, Ceramide, Panthenol"
"[3, 2, 1, 4, 3, 4, 1, 1, 3, 1, 2, 3, 1, 2]","Sunscreen, Essence","Balanced Hydration, Custom Care","Allantoin, Salicylic Acid, Panthenol, Niacinamide"
"[3, 1, 2, 3, 3, 1, 1, 1, 3, 3, 3, 1, 2, 3]","Sunscreen, Essence","Acne Free, Balancing","Niacinamide, Allantoin, Water, Bakuchiol"
"[1, 3, 1, 2, 1, 3, 2, 3, 1, 3, 3, 2, 2, 3]","Sunscreen, Moisturizer","Balanced, Hydrating","Niacinamide, Ceramide, Allantoin, Salicylic Acid"
"[4, 1, 3, 1, 3, 2, 3, 1, 2, 4, 2, 4, 4, 4]","Serum, Sunscreen","Balancing, Protective","Niacinamide, Allantoin, Panthenol, Glycol"
"[1, 3, 1, 2, 1, 3, 3, 1, 2, 1, 3, 2, 3, 4]","Sunscreen, Moisturizer","Balanced, Oil Control","Allantoin, Niacinamide, Salicylic Acid, Cica"
"[2, 2, 1, 2, 1, 3, 1, 1, 3, 3, 3, 3, 1, 2]","Sunscreen, Calming Mask","Calming, Pore Care","Allantoin, Salicylic Acid, Niacinamide, Cica"
"[4, 1, 1, 2, 3, 4, 1, 2, 4, 3, 3, 2, 1, 4]","Sunscreen, Serum","Balancing, Pore Care","Panthenol, Niacinamide, Allantoin, Glycol"
"[3, 1, 3, 1, 2, 4, 2, 2, 2, 3, 4, 1, 3, 3]","Serum, Cleanser","Soothing, Acne Free","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[2, 3, 4, 3, 2, 4, 4, 4, 3, 3, 4, 2, 3, 4]","Booster, Sunscreen","Custom Care, Balancing","Panthenol, Allantoin, Salicylic Acid, Niacinamide"
"[4, 1, 4, 2, 4, 2, 3, 2, 4, 1, 1, 4, 3, 1]","Sunscreen, Serum","Oil Control, UV Protection","Panthenol, Niacinamide, Allantoin, Salicylic Acid"
"[2, 3, 3, 4, 3, 2, 1, 2, 1, 4, 4, 3, 1, 1]","Moisturizer, Serum","Balanced, Balancing","Niacinamide, Ceramide, Panthenol, Glycerin"
"[4, 4, 1, 1, 2, 2, 3, 3, 3, 2, 4, 1, 4, 1]","Sunscreen, Serum","Balancing, Acne Free","Niacinamide, Panthenol, Salicylic Acid, Glycerin"
"[1, 3, 4, 2, 1, 1, 3, 2, 1, 4, 2, 3, 4, 2]","Sunscreen, Moisturizer","Hydrating, Balanced","Allantoin, Glycerin, Ceramide, Salicylic Acid"
"[4, 2, 2, 1, 2, 3, 2, 3, 4, 3, 4, 2, 3, 1]","Sunscreen, Serum","Balancing, Acne Free","Panthenol, Niacinamide, Ceramide, Salicylic Acid"
"[1, 2, 1, 1, 1, 4, 1, 2, 4, 2, 3, 2, 2, 1]","Sunscreen, Moisturizer","Hydrating, Pore Care","Panthenol, Glycerin, Ceramide, Salicylic Acid"
"[2, 1, 3, 2, 1, 2, 4, 1, 4, 2, 4, 2, 4, 3]","Sunscreen, Cleanser","Pore Care, Acne Prevention","Niacinamide, Cica, Allantoin, Panthenol"
"[3, 4, 2, 4, 4, 1, 2, 4, 2, 3, 4, 3, 3, 3]","Sunscreen, Booster","Acne Free, Balancing","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[3, 3, 2, 4, 1, 3, 1, 1, 2, 2, 2, 3, 2, 3]","Essence, Sunscreen","Protective, Balanced","Allantoin, Niacinamide, Ceramide, Panthenol"
"[4, 3, 2, 3, 1, 3, 3, 4, 1, 4, 3, 1, 4, 3]","Sunscreen, Serum","Balancing, Balanced","Allantoin, Niacinamide, Panthenol, Glycol"
"[2, 1, 4, 3, 4, 1, 3, 4, 1, 3, 3, 2, 4, 4]","Sunscreen, Toner","Pore Care, Balancing","Allantoin, Panthenol, Niacinamide, Salicylic Acid"
"[1, 2, 4, 1, 1, 3, 2, 2, 3, 4, 3, 2, 3, 2]","Sunscreen, Serum","Hydrating, Balanced","Salicylic Acid, Panthenol, Glycerin, Ceramide"
"[1, 1, 1, 2, 3, 4, 3, 4, 4, 4, 2, 1, 4, 1]","Sunscreen, Moisturizer","Hydrating, Acne Free","Niacinamide, Salicylic Acid, Allantoin, Glycerin"
"[4, 3, 2, 3, 2, 4, 2, 3, 3, 1, 4, 4, 4, 3]","Sunscreen, Serum","Balancing, Balanced","Allantoin, Panthenol, Niacinamide, Glycol"
"[4, 3, 4, 4, 2, 1, 2, 3, 4, 4, 1, 4, 3, 4]","Sunscreen, Serum","Balancing, Balanced","Panthenol, Allantoin, Glycol, Salicylic Acid"
"[3, 4, 2, 2, 3, 3, 1, 3, 2, 2, 4, 3, 2, 2]","Sunscreen, Essence","Protective, Balanced Hydration","Niacinamide, Salicylic Acid, Allantoin, Ceramide"
"[1, 3, 1, 1, 4, 1, 4, 1, 3, 4, 1, 4, 4, 2]","Sunscreen, Moisturizer","Custom Care, Hydrating","Allantoin, Panthenol, Glycerin, Cica"
"[4, 2, 1, 1, 3, 4, 4, 2, 4, 2, 3, 4, 1, 1]","Sunscreen, Serum","Protective, Hydrating","Panthenol, Niacinamide, Allantoin, Salicylic Acid"
"[4, 3, 1, 4, 2, 1, 1, 3, 1, 1, 4, 4, 3, 2]","Sunscreen, Serum","Balancing, Balanced","Allantoin, Panthenol, Ceramide, Glycerin"
"[1, 3, 3, 4, 2, 2, 4, 3, 4, 3, 4, 4, 1, 3]","Sunscreen, Serum","Balanced, Balancing","Allantoin, Panthenol, Ceramide, Niacinamide"
"[4, 1, 2, 1, 3, 2, 2, 1, 4, 3, 2, 3, 4, 2]","Sunscreen, Serum","Acne Free, Minimal Care","Allantoin, Niacinamide, Panthenol, Glycol"
"[2, 1, 2, 3, 4, 2, 2, 1, 2, 4, 3, 1, 2, 3]","Cleanser, Sunscreen","Acne Free, Pore Care","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[1, 3, 2, 4, 1, 3, 4, 1, 3, 4, 1, 4, 2, 2]","Calming Mask, Moisturizer","Balancing, Calming","Allantoin, Panthenol, Ceramide, Cica"
"[1, 4, 3, 1, 2, 4, 3, 4, 4, 4, 4, 4, 2, 2]","Booster, Serum","Hydrating, Custom Care","Panthenol, Allantoin, Glycerin, Ceramide"
"[4, 4, 1, 4, 3, 1, 2, 4, 4, 2, 2, 3, 4, 1]","Sunscreen, Serum","Balancing, Acne Free","Niacinamide, Allantoin, Panthenol, Salicylic Acid"
"[1, 4, 2, 2, 3, 4, 1, 1, 4, 2, 2, 4, 1, 3]","Sunscreen, Moisturizer","Protective, Calming","Niacinamide, Allantoin, Glycerin, Salicylic Acid"
"[1, 1, 1, 3, 4, 4, 3, 4, 3, 2, 2, 3, 3, 2]","Sunscreen, Booster","Custom Care, Balanced","Niacinamide, Allantoin, Panthenol, Retinol"
"[2, 3, 1, 4, 1, 4, 1, 1, 2, 4, 2, 1, 4, 3]","Cleanser, Sunscreen","Acne Free, Calming","Allantoin, Salicylic Acid, Niacinamide, Panthenol"
"[2, 2, 1, 1, 2, 3, 1, 4, 3, 4, 2, 3, 1, 1]","Sunscreen, Serum","Pore Care, Hydrating","Salicylic Acid, Glycerin, Panthenol, Niacinamide"
"[1, 3, 3, 2, 1, 2, 3, 1, 3, 1, 2, 2, 3, 4]","Serum, Sunscreen","Balanced, Acne Prevention","Allantoin, Cica, Niacinamide, Retinol"
"[1, 3, 2, 1, 4, 2, 2, 4, 3, 3, 4, 1, 2, 2]","Booster, Sunscreen","Acne Free, Custom Care","Panthenol, Allantoin, Niacinamide, Glycerin"
"[1, 3, 2, 1, 4, 3, 4, 2, 2, 1, 2, 3, 1, 2]","Sunscreen, Moisturizer","Hydrating, Balanced","Allantoin, Panthenol, Niacinamide, Glycerin"
"[2, 4, 4, 3, 1, 2, 2, 3, 4, 4, 4, 1, 1, 4]","Sunscreen, Cleanser","Balancing, Pore Care","Salicylic Acid, Niacinamide, Allantoin, Water"
"[3, 3, 4, 4, 2, 1, 4, 2, 3, 1, 2, 4, 2, 1]","Serum, Sunscreen","Soothing, Balancing","Allantoin, Panthenol, Water, Ceramide"
"[4, 1, 2, 3, 2, 3, 1, 4, 1, 4, 2, 4, 3, 2]","Sunscreen, Serum","Balancing, Soothing","Allantoin, Panthenol, Niacinamide, Glycol"
"[3, 3, 3, 4, 4, 4, 4, 4, 1, 2, 1, 2, 4, 4]","Booster, Serum","Custom Care, Acne Prevention","Panthenol, Allantoin, Cica, Ceramide"
"[1, 3, 4, 2, 4, 2, 1, 3, 4, 2, 3, 4, 2, 4]","Sunscreen, Moisturizer","Balanced, Oil Control","Niacinamide, Allantoin, Panthenol, Glycerin"
"[2, 1, 3, 1, 3, 3, 2, 3, 3, 2, 2, 2, 2, 3]","Sunscreen, Cleanser","Protective, Pore Care","Niacinamide, Panthenol, Salicylic Acid, Cica"
"[2, 3, 2, 2, 4, 2, 2, 1, 1, 4, 2, 3, 2, 1]","Cleanser, Moisturizer","Balanced, Acne Free","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[4, 4, 3, 2, 3, 2, 2, 1, 4, 1, 4, 4, 3, 2]","Sunscreen, Serum","Balancing, Oil Control","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[2, 3, 3, 3, 3, 1, 1, 1, 3, 1, 3, 2, 2, 3]","Sunscreen, Moisturizer","Balanced, Acne Prevention","Allantoin, Niacinamide, Cica, Water"
"[3, 1, 4, 3, 1, 2, 3, 3, 4, 2, 1, 3, 3, 1]","Sunscreen, Calming Mask","Balanced, Balanced Hydration","Niacinamide, Allantoin, Water, Cica"
"[2, 2, 4, 2, 3, 3, 1, 3, 3, 1, 2, 2, 2, 1]","Sunscreen, Cleanser","Pore Care, Protective","Salicylic Acid, Niacinamide, Ceramide, Glycerin"
"[3, 3, 2, 2, 3, 4, 3, 1, 1, 1, 2, 1, 3, 4]","Sunscreen, Essence","Balanced, Acne Free","Allantoin, Niacinamide, Salicylic Acid, Panthenol"
"[4, 1, 4, 3, 2, 2, 4, 1, 2, 1, 1, 1, 2, 3]","Sunscreen, Serum","Balancing, Oil Control","Panthenol, Niacinamide, Salicylic Acid, Allantoin"
"[4, 3, 4, 4, 4, 4, 1, 3, 4, 1, 2, 2, 3, 4]","Sunscreen, Serum","Balancing, Balanced","Panthenol, Allantoin, Glycol, Niacinamide"
"[1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 3, 4, 1, 4]","Sunscreen, Moisturizer","Hydrating, Calming","Allantoin, Glycerin, Ceramide, Cica"
"[4, 2, 4, 3, 3, 4, 4, 3, 2, 1, 1, 2, 2, 3]","Sunscreen, Booster","Balancing, Protective","Panthenol, Niacinamide, Salicylic Acid, Allantoin"
"[1, 4, 1, 4, 2, 4, 4, 1, 1, 1, 2, 2, 4, 1]","Moisturizer, Sunscreen","Hydrating, Soothing","Panthenol, Ceramide, Allantoin, Glycerin"
"[2, 3, 4, 4, 3, 1, 2, 3, 1, 1, 3, 4, 3, 4]","Sunscreen, Cleanser","Balanced, Balancing","Niacinamide, Allantoin, Salicylic Acid, Ceramide"
