Jawaban,Produk,Fitur,Bahan
"[1, 2, 3, 4, 2, 3, 4, 4, 1, 3, 2, 2, 3, 2]","Serum, Sunscreen","Hydrating, Acne Prevention","Panthenol, Ceramide, Allantoin, Glycerin"
"[3, 4, 3, 2, 2, 2, 4, 2, 4, 4, 3, 3, 4, 3]","Sunscreen, Serum","Oil Control, Soothing","Niacinamide, Allantoin, Panthenol, Water"
"[4, 3, 1, 4, 2, 2, 2, 3, 1, 3, 2, 3, 1, 2]","Sunscreen, Serum","Balanced, Balancing","Allantoin, Panthenol, Niacinamide, Salicylic Acid"
"[1, 1, 1, 4, 2, 2, 2, 2, 1, 1, 4, 4, 4, 4]","Sunscreen, Serum","Balancing, Hydrating","Panthenol, Ceramide, Allantoin, Glycerin"
"[2, 3, 3, 3, 2, 2, 3, 1, 3, 1, 1, 2, 4, 1]","Serum, Sunscreen","Acne Prevention, Pore Care","Allantoin, Cica, Panthenol, Niacinamide"
"[3, 1, 2, 2, 3, 1, 3, 1, 1, 1, 1, 2, 2, 4]","Sunscreen, Toner","UV Protection, Balancing","Allantoin, Niacinamide, Panthenol, Cica"
"[4, 3, 3, 2, 2, 3, 3, 1, 1, 4, 1, 2, 1, 4]","Serum, Calming Mask","Balancing, Acne Prevention","Panthenol, Cica, Allantoin, Glycol"
"[1, 3, 4, 4, 3, 3, 4, 1, 3, 2, 2, 2, 1, 4]","Serum, Moisturizer","Protective, Balancing","Allantoin, Panthenol, Ceramide, Cica"
"[3, 4, 3, 4, 1, 2, 2, 3, 1, 2, 2, 1, 3, 1]","Sunscreen, Essence","Acne Free, Balanced","Niacinamide, Allantoin, Salicylic Acid, Ceramide"
"[1, 1, 4, 1, 3, 2, 4, 4, 2, 3, 4, 3, 1, 3]","Sunscreen, Booster","Hydrating, Protective","Niacinamide, Panthenol, Glycerin, Ceramide"
"[1, 3, 2, 1, 3, 4, 1, 3, 4, 2, 2, 2, 4, 3]","Sunscreen, Moisturizer","Protective, Hydrating","Niacinamide, Allantoin, Glycerin, Panthenol"
"[2, 4, 4, 4, 3, 2, 2, 3, 2, 1, 2, 1, 4, 3]","Sunscreen, Cleanser","Pore Care, Protective","Niacinamide, Salicylic Acid, Allantoin, Aloe Vera"
"[4, 1, 2, 1, 4, 3, 4, 1, 1, 4, 1, 3, 1, 1]","Calming Mask, Booster","Hydrating, Custom Care","Panthenol, Niacinamide, Glycerin, Ceramide"
"[3, 3, 1, 2, 1, 2, 3, 3, 4, 4, 4, 3, 2, 4]","Sunscreen, Serum","Balanced, Balancing","Allantoin, Niacinamide, Panthenol, Water"
"[1, 2, 4, 4, 1, 4, 4, 4, 1, 1, 2, 1, 2, 1]","Booster, Moisturizer","Hydrating, Custom Care","Panthenol, Ceramide, Glycerin, Salicylic Acid"
"[1, 1, 2, 1, 3, 1, 1, 4, 2, 4, 3, 4, 2, 4]","Sunscreen, Moisturizer","Hydrating, Protective","Niacinamide, Panthenol, Glycerin, Allantoin"
"[1, 2, 1, 3, 2, 3, 2, 1, 4, 1, 4, 2, 4, 1]","Sunscreen, Moisturizer","Hydrating, Acne Free","Allantoin, Ceramide, Salicylic Acid, Panthenol"
"[4, 3, 1, 1, 2, 4, 1, 4, 1, 1, 2, 1, 2, 1]","Moisturizer, Booster","Hydrating, Balancing","Panthenol, Glycerin, Allantoin, Glycol"
"[2, 2, 3, 1, 1, 2, 2, 1, 1, 3, 1, 3, 3, 2]","Sunscreen, Calming Mask","Pore Care, Hydrating","Niacinamide, Cica, Allantoin, Salicylic Acid"
"[3, 4, 3, 2, 2, 2, 4, 4, 2, 4, 1, 4, 2, 2]","Sunscreen, Booster","Oil Control, Balanced Hydration","Panthenol, Niacinamide, Allantoin, Salicylic Acid"
"[2, 2, 4, 1, 4, 3, 3, 3, 3, 1, 3, 1, 1, 4]","Serum, Sunscreen","Pore Care, Custom Care","Salicylic Acid, Niacinamide, Panthenol, Retinol"
"[1, 2, 1, 2, 4, 4, 2, 2, 2, 1, 2, 3, 3, 4]","Sunscreen, Cleanser","Acne Free, Oil Control","Salicylic Acid, Niacinamide, Panthenol, Allantoin"
"[3, 1, 2, 4, 2, 4, 4, 3, 3, 4, 1, 1, 4, 3]","Serum, Sunscreen","Custom Care, Acne Free","Niacinamide, Panthenol, Allantoin, Water"
"[4, 3, 2, 4, 3, 4, 2, 3, 4, 2, 4, 1, 2, 2]","Sunscreen, Booster","Balancing, Acne Free","Panthenol, Niacinamide, Allantoin, Ceramide"
"[2, 1, 4, 3, 2, 3, 3, 2, 2, 2, 2, 3, 2, 3]","Sunscreen, Serum","Soothing, Protective","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[3, 1, 3, 3, 4, 1, 1, 2, 2, 3, 2, 4, 2, 2]","Sunscreen, Essence","Balanced Hydration, Balancing","Allantoin, Water, Panthenol, Niacinamide"
"[3, 3, 4, 2, 1, 3, 1, 2, 2, 2, 2, 3, 1, 4]","Essence, Moisturizer","Balanced, Oil Control","Allantoin, Niacinamide, Salicylic Acid, Cica"
"[4, 3, 3, 1, 4, 3, 1, 4, 3, 4, 3, 1, 3, 1]","Serum, Moisturizer","Balanced, Custom Care","Panthenol, Glycerin, Niacinamide, Glycol"
"[4, 2, 1, 3, 2, 3, 2, 1, 1, 2, 1, 1, 4, 2]","Sunscreen, Serum","Acne Free, Balancing","Salicylic Acid, Allantoin, Panthenol, Ceramide"
"[1, 2, 4, 4, 4, 1, 1, 2, 3, 4, 2, 4, 4, 1]","Moisturizer, Serum","Hydrating, Custom Care","Allantoin, Glycerin, Ceramide, Panthenol"
"[4, 3, 4, 4, 4, 4, 3, 4, 4, 1, 4, 3, 3, 4]","Serum, Booster","Balancing, Balanced","Panthenol, Glycol, Allantoin, Ceramide"
"[2, 2, 3, 3, 1, 2, 2, 1, 2, 1, 2, 1, 3, 4]","Cleanser, Sunscreen","Pore Care, Balancing","Salicylic Acid, Niacinamide, Allantoin, Cica"
"[1, 1, 4, 1, 4, 1, 4, 4, 2, 1, 4, 3, 4, 3]","Sunscreen, Booster","Custom Care, Hydrating","Panthenol, Niacinamide, Allantoin, Glycerin"
"[2, 3, 2, 2, 2, 2, 3, 1, 3, 4, 2, 4, 3, 3]","Sunscreen, Serum","Balanced, Oil Control","Niacinamide, Allantoin, Salicylic Acid, Retinol"
"[4, 2, 1, 1, 1, 3, 2, 2, 4, 4, 2, 4, 2, 1]","Sunscreen, Serum","Balancing, Acne Free","Panthenol, Allantoin, Salicylic Acid, Glycerin"
"[1, 3, 2, 2, 3, 4, 2, 4, 2, 3, 4, 3, 1, 4]","Cleanser, Sunscreen","Balanced, Acne Free","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[2, 4, 3, 4, 1, 2, 1, 3, 1, 4, 1, 3, 4, 4]","Sunscreen, Serum","Pore Care, Balancing","Niacinamide, Cica, Panthenol, Salicylic Acid"
"[3, 3, 4, 2, 1, 4, 1, 3, 3, 4, 2, 4, 4, 3]","Sunscreen, Essence","Balanced, Custom Care","Allantoin, Niacinamide, Salicylic Acid, Bakuchiol"
"[4, 2, 4, 2, 4, 4, 4, 4, 1, 1, 4, 2, 4, 2]","Booster, Sunscreen","Custom Care, Balancing","Panthenol, Salicylic Acid, Allantoin, Glycol"
"[2, 2, 4, 4, 4, 1, 4, 2, 3, 4, 3, 1, 1, 1]","Serum, Cleanser","Custom Care, Pore Care","Salicylic Acid, Panthenol, Niacinamide, Ceramide"
"[4, 3, 1, 2, 1, 2, 2, 2, 2, 3, 4, 4, 1, 2]","Sunscreen, Cleanser","Oil Control, Balancing","Allantoin, Salicylic Acid, Panthenol, Niacinamide"
"[4, 4, 3, 4, 4, 1, 4, 1, 2, 4, 2, 3, 1, 1]","Serum, Booster","Balancing, Custom Care","Panthenol, Allantoin, Niacinamide, Cica"
"[1, 2, 1, 4, 3, 4, 4, 1, 1, 2, 3, 3, 1, 2]","Sunscreen, Moisturizer","Hydrating, Protective","Niacinamide, Ceramide, Panthenol, Allantoin"
"[3, 1, 2, 2, 2, 4, 4, 2, 4, 2, 1, 3, 3, 2]","Sunscreen, Serum","Balanced Hydration, Soothing","Niacinamide, Panthenol, Allantoin, Water"
"[2, 4, 3, 2, 2, 4, 1, 4, 4, 4, 3, 1, 4, 4]","Cleanser, Serum","Pore Care, Custom Care","Niacinamide, Salicylic Acid, Panthenol, Glycol"
"[1, 3, 3, 3, 3, 1, 2, 2, 2, 3, 1, 2, 1, 4]","Sunscreen, Serum","Acne Prevention, Balancing","Allantoin, Cica, Panthenol, Water"
"[2, 4, 4, 2, 4, 4, 3, 3, 4, 2, 3, 4, 2, 3]","Sunscreen, Booster","Protective, Pore Care","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[2, 1, 3, 3, 3, 2, 2, 2, 1, 2, 2, 2, 3, 3]","Sunscreen, Cleanser","Protective, Pore Care","Niacinamide, Salicylic Acid, Cica, Allantoin"
"[4, 1, 4, 3, 4, 4, 2, 2, 4, 4, 3, 2, 3, 1]","Sunscreen, Serum","Balancing, Custom Care","Panthenol, Niacinamide, Salicylic Acid, Water"
"[4, 1, 4, 4, 3, 3, 4, 3, 2, 1, 1, 3, 4, 4]","Sunscreen, Serum","Balancing, Protective","Panthenol, Niacinamide, Glycol, Salicylic Acid"
"[1, 4, 2, 4, 3, 4, 4, 3, 4, 1, 4, 3, 1, 2]","Sunscreen, Booster","Balancing, Custom Care","Niacinamide, Panthenol, Allantoin, Ceramide"
"[4, 4, 1, 4, 3, 1, 1, 4, 2, 2, 3, 1, 2, 2]","Sunscreen, Serum","Balancing, Acne Free","Niacinamide, Panthenol, Salicylic Acid, Glycol"
"[2, 2, 2, 4, 1, 3, 3, 2, 3, 2, 3, 3, 1, 4]","Serum, Sunscreen","Pore Care, Balancing","Niacinamide, Panthenol, Salicylic Acid, Ceramide"
"[1, 3, 1, 4, 1, 2, 4, 1, 1, 3, 4, 1, 4, 3]","Sunscreen, Moisturizer","Hydrating, Acne Free","Allantoin, Ceramide, Panthenol, Niacinamide"
"[3, 2, 1, 4, 1, 2, 4, 2, 3, 4, 3, 1, 2, 3]","Sunscreen, Serum","Acne Free, Balancing","Panthenol, Niacinamide, Salicylic Acid, Allantoin"
"[4, 4, 4, 3, 4, 1, 3, 2, 1, 3, 3, 2, 4, 3]","Sunscreen, Serum","Balancing, Minimal Care","Panthenol, Allantoin, Niacinamide, Salicylic Acid"
"[1, 3, 3, 2, 2, 1, 4, 3, 2, 1, 3, 4, 1, 2]","Sunscreen, Moisturizer","Balanced, Oil Control","Allantoin, Niacinamide, Cica, Salicylic Acid"
"[2, 4, 2, 3, 2, 2, 1, 2, 2, 3, 1, 3, 4, 4]","Sunscreen, Serum","Pore Care, Balancing","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[1, 1, 2, 1, 3, 2, 2, 3, 2, 4, 3, 4, 4, 4]","Sunscreen, Cleanser","Hydrating, Acne Free","Niacinamide, Glycerin, Panthenol, Salicylic Acid"
"[1, 2, 3, 2, 4, 4, 2, 2, 3, 1, 4, 3, 4, 1]","Serum, Booster","Custom Care, Hydrating","Panthenol, Ceramide, Salicylic Acid, Glycerin"
"[4, 3, 3, 4, 2, 1, 3, 2, 3, 2, 4, 4, 3, 1]","Serum, Sunscreen","Balancing, Balanced","Panthenol, Allantoin, Ceramide, Retinol"
"[2, 3, 4, 4, 1, 3, 2, 2, 1, 3, 3, 3, 2, 4]","Serum, Sunscreen","Balanced, Balancing","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[3, 2, 3, 2, 3, 1, 1, 1, 3, 2, 1, 4, 2, 3]","Sunscreen, Serum","Protective, Balanced Hydration","Allantoin, Niacinamide, Cica, Water"
"[4, 3, 1, 4, 3, 2, 4, 1, 3, 1, 1, 1, 4, 3]","Sunscreen, Serum","Balancing, Acne Free","Panthenol, Allantoin, Niacinamide, Salicylic Acid"
"[3, 3, 4, 2, 4, 4, 1, 4, 4, 4, 4, 4, 3, 1]","Booster, Moisturizer","Custom Care, Balanced","Allantoin, Panthenol, Water, Salicylic Acid"
"[4, 3, 4, 3, 4, 1, 2, 3, 2, 2, 4, 4, 3, 4]","Sunscreen, Serum","Balancing, Balanced","Panthenol, Allantoin, Niacinamide, Salicylic Acid"
"[1, 2, 1, 1, 3, 2, 3, 3, 2, 1, 3, 2, 3, 4]","Sunscreen, Serum","Balanced, Hydrating","Niacinamide, Salicylic Acid, Panthenol, Glycerin"
"[4, 1, 1, 2, 4, 4, 1, 4, 1, 2, 1, 4, 4, 3]","Sunscreen, Booster","Custom Care, Protective","Panthenol, Niacinamide, Glycol, Salicylic Acid"
"[3, 4, 3, 3, 1, 2, 2, 4, 1, 4, 1, 2, 4, 2]","Sunscreen, Calming Mask","Balanced Hydration, Acne Prevention","Allantoin, Cica, Panthenol, Water"
"[3, 3, 2, 1, 4, 4, 1, 1, 3, 4, 2, 4, 2, 4]","Booster, Essence","Custom Care, Balancing","Allantoin, Panthenol, Glycerin, Bakuchiol"
"[2, 2, 3, 4, 1, 4, 2, 2, 3, 1, 2, 1, 4, 1]","Serum, Cleanser","Pore Care, Custom Care","Salicylic Acid, Allantoin, Panthenol, Niacinamide"
"[2, 2, 1, 2, 1, 1, 1, 2, 3, 3, 2, 3, 4, 2]","Sunscreen, Cleanser","Pore Care, Soothing","Allantoin, Salicylic Acid, Niacinamide, Bakuchiol"
"[1, 3, 3, 1, 2, 3, 1, 2, 4, 2, 2, 1, 2, 3]","Moisturizer, Serum","Soothing, Protective","Panthenol, Glycerin, Allantoin, Niacinamide"
"[2, 4, 3, 1, 2, 3, 1, 1, 2, 3, 1, 4, 1, 2]","Calming Mask, Sunscreen","Pore Care, Protective","Allantoin, Cica, Salicylic Acid, Niacinamide"
"[4, 1, 2, 3, 3, 1, 4, 2, 1, 3, 4, 1, 4, 3]","Sunscreen, Serum","Balancing, Acne Free","Niacinamide, Panthenol, Allantoin, Water"
"[3, 2, 3, 1, 1, 3, 2, 4, 4, 3, 3, 3, 3, 4]","Sunscreen, Essence","Balanced, Balanced Hydration","Allantoin, Panthenol, Niacinamide, Water"
"[2, 4, 1, 4, 4, 1, 3, 4, 1, 2, 2, 3, 1, 4]","Sunscreen, Serum","Pore Care, Balancing","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[3, 3, 1, 1, 2, 3, 4, 4, 1, 4, 4, 2, 1, 2]","Booster, Essence","Balanced Hydration, Hydrating","Panthenol, Allantoin, Ceramide, Glycerin"
"[4, 2, 3, 1, 1, 3, 1, 3, 3, 1, 2, 2, 3, 3]","Sunscreen, Serum","Acne Prevention, Protective","Panthenol, Cica, Allantoin, Niacinamide"
"[3, 4, 2, 3, 1, 1, 1, 2, 4, 1, 2, 2, 3, 3]","Sunscreen, Essence","UV Protection, Soothing","Allantoin, Water, Niacinamide, Cica"
"[4, 4, 1, 3, 2, 1, 3, 3, 3, 4, 1, 2, 2, 1]","Serum, Sunscreen","Balancing, Pore Care","Panthenol, Niacinamide, Salicylic Acid, Water"
"[4, 4, 2, 3, 2, 4, 4, 1, 3, 4, 2, 4, 3, 2]","Sunscreen, Serum","Custom Care, Balancing","Allantoin, Panthenol, Niacinamide, Glycol"
"[3, 1, 1, 1, 1, 3, 3, 3, 1, 4, 1, 4, 3, 4]","Sunscreen, Essence","Hydrating, Protective","Allantoin, Niacinamide, Panthenol, Glycerin"
"[2, 3, 1, 4, 1, 4, 1, 2, 3, 1, 4, 2, 2, 1]","Moisturizer, Serum","Balancing, Custom Care","Panthenol, Allantoin, Ceramide, Salicylic Acid"
"[2, 3, 2, 4, 3, 2, 1, 1, 1, 1, 2, 2, 3, 1]","Moisturizer, Sunscreen","Balanced, Hydrating","Niacinamide, Allantoin, Ceramide, Glycerin"
"[2, 1, 4, 2, 4, 2, 3, 1, 3, 4, 2, 4, 4, 3]","Sunscreen, Cleanser","Pore Care, Oil Control","Niacinamide, Allantoin, Salicylic Acid, Retinol"
"[4, 3, 1, 1, 4, 1, 1, 2, 1, 2, 4, 2, 4, 1]","Moisturizer, Sunscreen","Hydrating, Balancing","Panthenol, Glycerin, Allantoin, Ceramide"
"[4, 1, 1, 4, 1, 1, 2, 4, 4, 3, 1, 4, 3, 2]","Sunscreen, Serum","Balancing, Acne Free","Allantoin, Panthenol, Glycol, Niacinamide"
"[1, 1, 3, 3, 3, 4, 2, 3, 4, 1, 4, 2, 1, 3]","Sunscreen, Toner","Acne Prevention, Balancing","Niacinamide, Allantoin, Cica, Panthenol"
"[4, 1, 3, 1, 2, 3, 2, 2, 1, 2, 3, 1, 2, 2]","Serum, Sunscreen","Balancing, Hydrating","Panthenol, Niacinamide, Glycerin, Ceramide"
"[4, 1, 3, 1, 1, 2, 1, 1, 1, 2, 3, 2, 3, 4]","Sunscreen, Serum","Balancing, Acne Prevention","Niacinamide, Panthenol, Cica, Glycerin"
"[3, 1, 2, 3, 2, 2, 4, 3, 4, 2, 3, 4, 1, 3]","Sunscreen, Essence","Protective, Balanced","Niacinamide, Allantoin, Water, Panthenol"
"[1, 1, 4, 4, 2, 1, 1, 3, 3, 4, 3, 1, 3, 3]","Sunscreen, Serum","Balanced, Hydrating","Niacinamide, Glycerin, Ceramide, Salicylic Acid"
"[1, 4, 3, 2, 2, 3, 2, 1, 1, 3, 2, 1, 3, 4]","Serum, Cleanser","Hydrating, Soothing","Niacinamide, Salicylic Acid, Ceramide, Allantoin"
"[4, 2, 3, 4, 2, 2, 4, 1, 3, 4, 2, 2, 2, 4]","Serum, Booster","Balancing, Acne Prevention","Panthenol, Cica, Glycol, Allantoin"
"[4, 1, 1, 1, 4, 2, 1, 3, 2, 1, 2, 3, 4, 1]","Sunscreen, Moisturizer","Hydrating, Oil Control","Niacinamide, Panthenol, Glycerin, Allantoin"
"[1, 1, 4, 1, 4, 4, 1, 2, 3, 2, 4, 3, 2, 2]","Booster, Sunscreen","Custom Care, Hydrating","Panthenol, Glycerin, Niacinamide, Ceramide"
"[4, 2, 4, 4, 1, 3, 2, 3, 2, 2, 1, 2, 1, 2]","Calming Mask, Sunscreen","Balancing, Calming","Panthenol, Salicylic Acid, Cica, Allantoin"
"[4, 3, 4, 2, 1, 3, 1, 3, 2, 1, 3, 1, 1, 1]","Moisturizer, Cleanser","Balanced, Oil Control","Niacinamide, Allantoin, Salicylic Acid, Cica"
"[3, 3, 4, 1, 4, 2, 1, 4, 3, 4, 3, 2, 1, 4]","Moisturizer, Booster","Custom Care, Balanced","Panthenol, Allantoin, Glycerin, Niacinamide"
"[1, 1, 2, 2, 4, 4, 2, 4, 4, 2, 4, 4, 3, 2]","Sunscreen, Booster","Custom Care, Acne Free","Niacinamide, Panthenol, Allantoin, Ceramide"
"[3, 2, 2, 3, 1, 1, 4, 1, 3, 2, 1, 4, 2, 1]","Sunscreen, Calming Mask","Balancing, Calming","Allantoin, Water, Cica, Panthenol"
"[1, 1, 2, 1, 3, 3, 3, 3, 1, 1, 2, 2, 3, 1]","Sunscreen, Moisturizer","Hydrating, Protective","Niacinamide, Glycerin, Ceramide, Panthenol"
"[1, 3, 3, 3, 3, 3, 2, 3, 2, 1, 1, 1, 3, 2]","Sunscreen, Cleanser","Balanced, Protective","Niacinamide, Allantoin, Salicylic Acid, Ceramide"
"[4, 3, 2, 3, 4, 3, 2, 4, 4, 4, 1, 3, 2, 4]","Sunscreen, Booster","Balancing, Balanced","Panthenol, Glycol, Allantoin, Niacinamide"
"[4, 3, 2, 3, 2, 2, 3, 1, 4, 3, 4, 3, 4, 3]","Sunscreen, Serum","Balancing, Balanced","Allantoin, Niacinamide, Panthenol, Water"
"[3, 3, 3, 1, 1, 3, 3, 4, 1, 4, 3, 2, 1, 2]","Essence, Moisturizer","Balanced Hydration, Balanced","Allantoin, Cica, Panthenol, Glycerin"
"[2, 1, 4, 3, 4, 2, 1, 2, 2, 2, 3, 3, 1, 4]","Sunscreen, Cleanser","Pore Care, Balancing","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[1, 4, 3, 4, 2, 4, 2, 1, 1, 1, 3, 3, 4, 1]","Sunscreen, Moisturizer","Hydrating, Balanced","Ceramide, Glycerin, Niacinamide, Panthenol"
"[4, 2, 1, 2, 2, 4, 4, 3, 3, 2, 3, 4, 2, 1]","Sunscreen, Serum","Custom Care, Balancing","Panthenol, Niacinamide, Salicylic Acid, Glycol"
"[4, 4, 3, 1, 2, 1, 3, 3, 4, 2, 1, 2, 2, 1]","Serum, Sunscreen","Balancing, Acne Prevention","Panthenol, Niacinamide, Cica, Glycerin"
"[4, 1, 2, 3, 4, 1, 2, 1, 2, 1, 4, 3, 3, 1]","Sunscreen, Booster","Balancing, Acne Free","Niacinamide, Allantoin, Panthenol, Water"
"[2, 2, 2, 1, 2, 1, 3, 2, 1, 3, 2, 4, 1, 3]","Sunscreen, Serum","Soothing, Pore Care","Allantoin, Niacinamide, Panthenol, Salicylic Acid"
"[1, 2, 2, 1, 2, 4, 1, 4, 3, 2, 2, 1, 3, 1]","Moisturizer, Spot Treatment","Hydrating, Custom Care","Glycerin, Niacinamide, Panthenol, Ceramide"
"[1, 1, 1, 4, 1, 1, 2, 3, 4, 3, 1, 1, 2, 4]","Sunscreen, Serum","Acne Free, Balancing","Panthenol, Allantoin, Niacinamide, Salicylic Acid"
"[4, 4, 2, 2, 2, 4, 2, 2, 3, 2, 1, 3, 2, 3]","Serum, Sunscreen","Balancing, Acne Free","Panthenol, Niacinamide, Salicylic Acid, Glycol"
"[1, 4, 1, 3, 4, 2, 4, 4, 2, 4, 4, 1, 1, 4]","Booster, Sunscreen","Balancing, Custom Care","Panthenol, Niacinamide, Salicylic Acid, Ceramide"
"[4, 1, 2, 1, 1, 3, 3, 3, 3, 1, 4, 3, 3, 1]","Sunscreen, Serum","Balanced, Balancing","Niacinamide, Panthenol, Ceramide, Glycerin"
"[4, 2, 3, 4, 3, 2, 1, 2, 4, 3, 2, 4, 4, 3]","Sunscreen, Serum","Protective, Balancing","Allantoin, Panthenol, Niacinamide, Glycol"
"[4, 4, 4, 1, 4, 1, 1, 4, 3, 3, 1, 2, 2, 1]","Booster, Serum","Custom Care, Balancing","Panthenol, Glycerin, Glycol, Salicylic Acid"
"[2, 2, 2, 1, 3, 2, 4, 3, 4, 1, 2, 4, 4, 4]","Sunscreen, Spot Treatment","Pore Care, Protective","Niacinamide, Allantoin, Panthenol, Salicylic Acid"
"[4, 1, 3, 2, 2, 1, 2, 4, 3, 1, 3, 4, 3, 1]","Sunscreen, Serum","UV Protection, Custom Care","Niacinamide, Panthenol, Allantoin, Glycol"
"[4, 3, 2, 3, 3, 2, 2, 2, 2, 4, 3, 1, 2, 1]","Sunscreen, Cleanser","Balancing, Acne Free","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[4, 4, 3, 2, 1, 4, 3, 2, 4, 2, 4, 2, 2, 4]","Serum, Booster","Balancing, Acne Prevention","Panthenol, Niacinamide, Cica, Glycol"
"[1, 2, 3, 3, 1, 3, 3, 1, 2, 1, 4, 2, 4, 3]","Sunscreen, Serum","Acne Prevention, Balancing","Allantoin, Cica, Ceramide, Salicylic Acid"
"[1, 2, 1, 2, 2, 3, 4, 4, 1, 4, 3, 2, 4, 1]","Moisturizer, Sunscreen","Hydrating, Custom Care","Ceramide, Panthenol, Glycerin, Salicylic Acid"
"[4, 3, 1, 4, 1, 1, 1, 4, 3, 3, 2, 4, 2, 2]","Sunscreen, Serum","Balancing, Custom Care","Allantoin, Panthenol, Glycol, Bakuchiol"
"[4, 2, 2, 3, 4, 1, 4, 4, 3, 4, 3, 2, 3, 2]","Sunscreen, Booster","Custom Care, Balancing","Panthenol, Niacinamide, Allantoin, Glycol"
"[2, 1, 2, 1, 3, 4, 2, 2, 4, 2, 4, 1, 4, 2]","Sunscreen, Cleanser","Acne Free, Pore Care","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[4, 1, 1, 1, 1, 1, 3, 3, 3, 4, 3, 3, 2, 1]","Sunscreen, Serum","Balanced, Balancing","Niacinamide, Panthenol, Glycerin, Allantoin"
"[1, 2, 1, 2, 4, 2, 1, 2, 4, 4, 2, 4, 4, 4]","Sunscreen, Moisturizer","Oil Control, Soothing","Allantoin, Salicylic Acid, Panthenol, Glycerin"
"[4, 3, 1, 3, 4, 3, 3, 2, 4, 2, 3, 4, 1, 2]","Sunscreen, Serum","Protective, Balancing","Allantoin, Panthenol, Water, Niacinamide"
"[2, 2, 3, 4, 2, 2, 3, 2, 4, 4, 4, 1, 3, 3]","Serum, Sunscreen","Pore Care, Balancing","Niacinamide, Panthenol, Salicylic Acid, Ceramide"
"[1, 4, 1, 3, 3, 2, 4, 3, 2, 4, 1, 1, 2, 1]","Sunscreen, Moisturizer","Hydrating, Acne Free","Niacinamide, Salicylic Acid, Panthenol, Glycerin"
"[3, 1, 2, 4, 1, 3, 1, 1, 4, 4, 2, 4, 3, 1]","Essence, Sunscreen","Calming, Protective","Allantoin, Niacinamide, Ceramide, Water"
"[4, 2, 2, 4, 2, 3, 4, 1, 3, 4, 4, 2, 1, 4]","Serum, Spot Treatment","Balancing, Custom Care","Panthenol, Ceramide, Cica, Glycol"
"[2, 3, 2, 4, 1, 1, 3, 4, 2, 2, 4, 3, 2, 3]","Sunscreen, Booster","Balancing, Balanced","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[1, 2, 4, 2, 4, 3, 4, 3, 1, 3, 1, 1, 1, 3]","Sunscreen, Moisturizer","Hydrating, Custom Care","Salicylic Acid, Niacinamide, Ceramide, Panthenol"
"[2, 2, 1, 3, 2, 3, 1, 1, 3, 3, 1, 4, 2, 3]","Sunscreen, Serum","Protective, Pore Care","Allantoin, Salicylic Acid, Panthenol, Niacinamide"
"[4, 3, 1, 3, 1, 2, 4, 2, 4, 3, 2, 2, 2, 3]","Sunscreen, Serum","Balancing, Soothing","Allantoin, Panthenol, Water, Cica"
"[4, 1, 4, 1, 2, 4, 1, 4, 1, 4, 1, 3, 4, 2]","Sunscreen, Serum","Hydrating, Custom Care","Panthenol, Glycerin, Glycol, Niacinamide"
"[2, 4, 3, 4, 1, 4, 1, 1, 1, 3, 4, 1, 2, 1]","Booster, Moisturizer","Balancing, Pore Care","Ceramide, Panthenol, Salicylic Acid, Niacinamide"
"[4, 2, 3, 3, 1, 4, 3, 3, 4, 4, 3, 3, 3, 3]","Sunscreen, Serum","Balanced, Balancing","Niacinamide, Allantoin, Panthenol, Cica"
"[4, 4, 1, 2, 3, 4, 4, 1, 1, 1, 4, 4, 2, 2]","Sunscreen, Booster","Balancing, Protective","Panthenol, Allantoin, Niacinamide, Salicylic Acid"
"[2, 4, 4, 2, 1, 2, 4, 4, 2, 2, 1, 4, 1, 2]","Sunscreen, Cleanser","Oil Control, Pore Care","Niacinamide, Salicylic Acid, Allantoin, Cica"
"[2, 4, 1, 1, 1, 3, 1, 1, 4, 1, 1, 4, 3, 2]","Sunscreen, Calming Mask","Pore Care, Calming","Allantoin, Salicylic Acid, Niacinamide, Cica"
"[3, 1, 3, 2, 3, 2, 3, 4, 3, 1, 3, 3, 2, 2]","Sunscreen, Serum","Balanced Hydration, Oil Control","Niacinamide, Allantoin, Retinol, Bakuchiol"
"[4, 2, 2, 3, 4, 4, 3, 1, 3, 1, 3, 2, 2, 2]","Sunscreen, Serum","Balancing, Custom Care","Panthenol, Allantoin, Niacinamide, Retinol"
"[2, 3, 2, 1, 3, 3, 3, 3, 4, 3, 4, 4, 4, 2]","Sunscreen, Cleanser","Protective, Balanced","Allantoin, Niacinamide, Panthenol, Ceramide"
"[3, 1, 4, 4, 1, 3, 1, 1, 3, 3, 3, 4, 3, 3]","Sunscreen, Essence","Protective, Calming","Allantoin, Niacinamide, Ceramide, Cica"
